,Year,School,Conf,Class,Pos,G,Cmp,Att,Pct,Yds,Y/A,AY/A,TD,Int,Rate,player_id
0,*2007,Oklahoma,Big 12,FR,QB,14.0,237.0,341.0,69.5,3121.0,9.2,10.2,36.0,8.0,176.5,113
1,*2008,Oklahoma,Big 12,SO,QB,14.0,328.0,483.0,67.9,4720.0,9.8,11.1,50.0,8.0,180.8,113
2,*2009,Oklahoma,Big 12,JR,QB,3.0,39.0,69.0,56.5,562.0,8.1,8.7,2.0,0.0,134.5,113
3,Career,Oklahoma,,,,,604.0,893.0,67.6,8403.0,9.4,10.6,88.0,16.0,175.6,113
0,*2016,Alabama,SEC,FR,QB,15.0,240.0,382.0,62.8,2780.0,7.3,7.4,23.0,9.0,139.1,114
1,*2017,Alabama,SEC,SO,QB,14.0,154.0,255.0,60.4,2081.0,8.2,9.3,17.0,1.0,150.2,114
2,*2018,Alabama,SEC,JR,QB,13.0,51.0,70.0,72.9,765.0,10.9,11.9,8.0,2.0,196.7,114
3,*2019,Oklahoma,Big 12,SR,QB,14.0,237.0,340.0,69.7,3851.0,11.3,12.2,32.0,8.0,191.2,114
4,Career,Overall,,,,,682.0,1047.0,65.1,9477.0,9.1,9.7,80.0,20.0,162.6,114
5,,Alabama,,,,,445.0,707.0,62.9,5626.0,8.0,8.6,48.0,12.0,148.8,114
6,,Oklahoma,,,,,237.0,340.0,69.7,3851.0,11.3,12.2,32.0,8.0,191.2,114
0,*2009,Oklahoma,Big 12,FR,QB,13.0,261.0,449.0,58.1,3198.0,7.1,6.9,26.0,14.0,130.8,115
1,*2010,Oklahoma,Big 12,SO,QB,14.0,405.0,617.0,65.6,4718.0,7.6,8.0,38.0,12.0,146.3,115
2,*2011,Oklahoma,Big 12,JR,QB,13.0,355.0,562.0,63.2,4463.0,7.9,7.8,29.0,15.0,141.6,115
3,*2012,Oklahoma,Big 12,SR,QB,13.0,367.0,555.0,66.1,4267.0,7.7,7.9,30.0,11.0,144.6,115
4,Career,Oklahoma,,,,,1388.0,2183.0,63.6,16646.0,7.6,7.7,123.0,52.0,141.5,115
0,*2013,Texas Tech,Big 12,FR,QB,8.0,218.0,340.0,64.1,2315.0,6.8,6.3,12.0,9.0,127.7,116
1,*2015,Oklahoma,Big 12,SO,QB,13.0,269.0,395.0,68.1,3700.0,9.4,10.4,36.0,7.0,173.3,116
2,*2016,Oklahoma,Big 12,JR,QB,13.0,254.0,358.0,70.9,3965.0,11.1,12.3,40.0,8.0,196.4,116
3,*2017,Oklahoma,Big 12,SR,QB,14.0,285.0,404.0,70.5,4627.0,11.5,12.9,43.0,6.0,198.9,116
4,Career,Overall,,,,,1026.0,1497.0,68.5,14607.0,9.8,10.6,131.0,30.0,175.4,116
5,,Texas Tech,,,,,218.0,340.0,64.1,2315.0,6.8,6.3,12.0,9.0,127.7,116
6,,Oklahoma,,,,,808.0,1157.0,69.8,12292.0,10.6,11.9,119.0,21.0,189.4,116
0,*2015,Texas A&M,SEC,FR,QB,8.0,72.0,121.0,59.5,686.0,5.7,3.9,5.0,7.0,109.2,117
1,*2017,Oklahoma,Big 12,SO,QB,7.0,18.0,21.0,85.7,359.0,17.1,20.0,3.0,0.0,276.5,117
2,*2018,Oklahoma,Big 12,JR,QB,14.0,260.0,377.0,69.0,4361.0,11.6,13.0,42.0,7.0,199.2,117
3,Career,Overall,,,,,350.0,519.0,67.4,5406.0,10.4,11.1,50.0,14.0,181.3,117
4,,Texas A&M,,,,,72.0,121.0,59.5,686.0,5.7,3.9,5.0,7.0,109.2,117
5,,Oklahoma,,,,,278.0,398.0,69.8,4720.0,11.9,13.3,45.0,7.0,203.3,117
0,*1976,Nebraska,Big 8,,QB,13.0,1.0,2.0,50.0,7.0,3.5,-19.0,0.0,1.0,-20.6,118
1,*1977,Nebraska,Big 8,,QB,12.0,5.0,12.0,41.7,79.0,6.6,2.8,0.0,1.0,80.3,118
2,Career,Nebraska,,,,,6.0,14.0,42.9,86.0,6.1,-0.3,0.0,2.0,65.9,118
0,1961,Nebraska,Big 8,,QB,10.0,38.0,104.0,36.5,464.0,4.5,3.7,3.0,3.0,77.8,119
1,1962,Nebraska,Big 8,,QB,10.0,56.0,128.0,43.8,829.0,6.5,4.3,4.0,8.0,96.0,119
2,*1963,Nebraska,Big 8,,QB,11.0,31.0,66.0,47.0,440.0,6.7,4.9,1.0,3.0,98.9,119
3,Career,Nebraska,,,,,125.0,298.0,41.9,1733.0,5.8,4.2,8.0,14.0,90.3,119
0,1972,California,Pac-8,,QB,11.0,43.0,83.0,51.8,640.0,7.7,4.8,6.0,8.0,121.2,120
1,1973,California,Pac-8,,QB,11.0,82.0,170.0,48.2,1014.0,6.0,3.4,5.0,12.0,93.9,120
2,*1975,Nebraska,Big 8,,QB,12.0,79.0,135.0,58.5,1153.0,8.5,8.7,12.0,5.0,152.2,120
3,*1976,Nebraska,Big 8,,QB,13.0,158.0,277.0,57.0,2254.0,8.1,8.3,22.0,9.0,145.1,120
4,Career,Overall,,,,,362.0,665.0,54.4,5061.0,7.6,6.7,45.0,34.0,130.5,120
5,,California,,,,,125.0,253.0,49.4,1654.0,6.5,3.8,11.0,20.0,102.9,120
6,,Nebraska,,,,,237.0,412.0,57.5,3407.0,8.3,8.4,34.0,14.0,147.4,120
0,*1972,Nebraska,Big 8,,QB,12.0,153.0,285.0,53.7,2259.0,7.9,6.7,18.0,16.0,129.9,121
1,*1973,Nebraska,Big 8,,QB,12.0,114.0,209.0,54.5,1601.0,7.7,5.8,12.0,14.0,124.4,121
2,*1974,Nebraska,Big 8,,QB,12.0,106.0,187.0,56.7,1451.0,7.8,6.2,12.0,12.0,130.2,121
3,Career,Nebraska,,,,,373.0,681.0,54.8,5311.0,7.8,6.3,42.0,42.0,128.3,121
0,*1973,Nebraska,Big 8,,QB,12.0,,,,,,,,,,122
1,*1974,Nebraska,Big 8,,QB,12.0,8.0,21.0,38.1,83.0,4.0,2.8,1.0,1.0,77.5,122
2,*1975,Nebraska,Big 8,,QB,12.0,59.0,105.0,56.2,644.0,6.1,6.8,6.0,1.0,124.7,122
3,Career,Nebraska,,,,,67.0,126.0,53.2,727.0,5.8,6.2,7.0,2.0,116.8,122
0,1980,Nebraska,Big 8,,QB,11.0,,,,,,,,,,123
1,1981,Nebraska,Big 8,,QB,11.0,1.0,4.0,25.0,7.0,1.8,-9.5,0.0,1.0,-10.3,123
2,1982,Nebraska,Big 8,,QB,12.0,13.0,29.0,44.8,182.0,6.3,5.4,1.0,1.0,102.0,123
3,Career,Nebraska,,,,,14.0,33.0,42.4,189.0,5.7,3.6,1.0,2.0,88.4,123
0,1967,Nebraska,Big 8,,QB,10.0,116.0,233.0,49.8,1449.0,6.2,4.3,7.0,13.0,100.8,124
1,1968,Nebraska,Big 8,,QB,10.0,27.0,67.0,40.3,311.0,4.6,1.6,1.0,5.0,69.3,124
2,*1969,Nebraska,Big 8,,WR,11.0,,,,,,,,,,124
3,Career,Nebraska,,,,,143.0,300.0,47.7,1760.0,5.9,3.7,8.0,18.0,93.7,124
0,*1969,Nebraska,Big 8,,QB,11.0,107.0,189.0,56.6,1355.0,7.2,5.6,3.0,8.0,113.6,125
1,*1970,Nebraska,Big 8,,QB,12.0,116.0,190.0,61.1,1536.0,8.1,7.5,12.0,8.0,141.4,125
2,*1971,Nebraska,Big 8,,QB,13.0,154.0,258.0,59.7,2178.0,8.4,9.1,17.0,4.0,149.2,125
3,Career,Nebraska,,,,,377.0,637.0,59.2,5069.0,8.0,7.5,32.0,20.0,136.3,125
0,1966,Georgia,SEC,,QB,10.0,19.0,50.0,38.0,216.0,4.3,0.7,0.0,4.0,58.3,126
1,1968,Tulsa,MVC,,QB,10.0,8.0,20.0,40.0,123.0,6.2,6.2,0.0,0.0,91.7,126
2,1969,Tulsa,MVC,,QB,10.0,141.0,288.0,49.0,1641.0,5.7,3.6,12.0,19.0,97.4,126
